concert hall;floor;side;row;number;x;y
Műegyetem K épület, aula;orchestra box;left;1;1;10;250
Műegyetem K épület, aula;orchestra box;left;1;2;10;273
Műegyetem K épület, aula;orchestra box;left;1;3;10;296
Műegyetem K épület, aula;orchestra box;left;1;4;10;318
Műegyetem K épület, aula;orchestra box;left;1;5;10;364
Műegyetem K épület, aula;orchestra box;left;1;6;10;386

Műegyetem K épület, aula;orchestra box;right;1;1;456;250
Műegyetem K épület, aula;orchestra box;right;1;2;456;273
Műegyetem K épület, aula;orchestra box;right;1;3;456;296
Műegyetem K épület, aula;orchestra box;right;1;4;456;318
Műegyetem K épület, aula;orchestra box;right;1;5;456;364
Műegyetem K épület, aula;orchestra box;right;1;6;456;386
